"WEEK","VEND","UPC","UNITS","DOLLARS","F","D","VOL_EQ","PPU"
12,45300,"00-01-45300-00549",12,26.28,"NONE",0,1.0187,2.19
12,45300,"00-01-45300-00540",5,10.95,"NONE",0,1.0187,2.19
12,51500,"00-01-51500-00055",10,28.9,"NONE",0,1.125,2.89
12,51500,"00-01-51500-25525",12,26.64,"NONE",0,1.125,2.22
12,51500,"00-02-51500-24128",74,164.28,"NONE",0,1.125,2.22
12,51500,"00-01-51500-25544",39,86.58,"NONE",0,1.125,2.22
12,51500,"00-01-51500-24320",29,64.38,"NONE",0,1.125,2.22
12,51500,"00-01-51500-25545",18,39.96,"NONE",0,1.125,2.22
12,51500,"00-01-51500-24135",14,31.08,"NONE",0,1.125,2.22
12,51500,"00-01-51500-24334",14,43.26,"NONE",0,0.8438,3.09
12,51500,"00-01-51500-72000",17,37.74,"NONE",0,1.0812,2.22
12,51500,"00-01-51500-01700",23,68.77,"NONE",0,1,2.99
12,79311,"00-01-79311-00004",6,14.34,"NONE",0,1,2.39
12,79311,"00-02-79311-00003",21,50.12,"NONE",0,1,2.38666666666667
12,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
12,33776,"00-03-33776-10035",4,13.56,"NONE",0,1,3.39
12,33776,"00-01-33776-10037",2,6.71,"NONE",0,1,3.355
12,33776,"00-01-33776-10030",8,27.12,"NONE",0,1,3.39
12,33776,"00-01-33776-10033",5,16.95,"NONE",0,1,3.39
12,51651,"00-01-51651-09235",4,17.16,"NONE",0,1,4.29
12,48001,"00-01-48001-00643",61,182.39,"NONE",1,1.0187,2.99
12,48001,"00-01-48001-00641",20,59.8,"NONE",1,1.0187,2.99
12,48001,"00-01-48001-00687",64,191.36,"NONE",1,0.9375,2.99
12,99998,"88-02-99998-35369",19,40.85,"NONE",0,1,2.15
12,99998,"88-02-99998-35182",12,15,"NONE",0,1.125,1.25
12,99998,"88-02-99998-35364",6,11.1,"NONE",0,1.125,1.85
12,99998,"88-02-99998-35365",17,30.65,"NONE",0,1.0812,1.80294117647059
12,99998,"88-02-99998-35347",21,37.73,"NONE",0,1.125,1.79666666666667
12,99998,"88-02-99998-35276",18,38.62,"NONE",0,1,2.14555555555556
12,99998,"88-02-99998-35373",25,63.91,"NONE",0,1.125,2.5564
12,99998,"88-02-99998-35197",25,44.33,"NONE",0,1.125,1.7732
12,99998,"88-02-99998-35483",2,2.98,"NONE",0,1.125,1.49
12,99998,"88-02-99998-35374",12,30.1,"NONE",0,1.125,2.50833333333333
13,45300,"00-01-45300-00542",15,30.45,"NONE",0,1.0187,2.03
13,45300,"00-01-45300-00549",11,21.95,"NONE",0,1.0187,1.99545454545455
13,45300,"00-01-45300-00540",3,5.97,"NONE",0,1.0187,1.99
13,51500,"00-01-51500-00055",5,14.45,"NONE",0,1.125,2.89
13,51500,"00-01-51500-25525",14,26.46,"B",0,1.125,1.89
13,51500,"00-02-51500-24128",153,289.17,"B",0,1.125,1.89
13,51500,"00-01-51500-25544",71,134.19,"B",0,1.125,1.89
13,51500,"00-01-51500-24320",45,85.05,"B",0,1.125,1.89
13,51500,"00-01-51500-25545",39,73.71,"B",0,1.125,1.89
13,51500,"00-01-51500-24135",56,105.84,"B",0,1.125,1.89
13,51500,"00-01-51500-24334",8,24.72,"NONE",0,0.8438,3.09
13,51500,"00-01-51500-72000",35,66.15,"B",0,1.0812,1.89
13,51500,"00-01-51500-01700",24,71.76,"NONE",0,1,2.99
13,79311,"00-01-79311-00004",13,31.07,"NONE",0,1,2.39
13,79311,"00-02-79311-00003",24,57.36,"NONE",0,1,2.39
13,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
13,33776,"00-03-33776-10035",1,3.39,"NONE",0,1,3.39
13,33776,"00-01-33776-10037",5,16.95,"NONE",0,1,3.39
13,33776,"00-01-33776-10030",3,10.17,"NONE",0,1,3.39
13,33776,"00-01-33776-10033",15,50.54,"NONE",0,1,3.36933333333333
13,51651,"00-01-51651-09235",8,37.82,"NONE",0,1,4.7275
13,48001,"00-01-48001-00643",42,125.58,"NONE",1,1.0187,2.99
13,48001,"00-01-48001-00641",20,59.8,"NONE",1,1.0187,2.99
13,48001,"00-01-48001-00687",68,203.02,"NONE",1,0.9375,2.98558823529412
13,99998,"88-02-99998-35369",17,36.55,"NONE",0,1,2.15
13,99998,"88-02-99998-35182",6,8.22,"NONE",0,1.125,1.37
13,99998,"88-02-99998-35364",37,68.45,"NONE",0,1.125,1.85
13,99998,"88-02-99998-35365",9,16.65,"NONE",0,1.0812,1.85
13,99998,"88-02-99998-35347",5,9.25,"NONE",0,1.125,1.85
13,99998,"88-02-99998-35276",30,64.5,"NONE",0,1,2.15
13,99998,"88-02-99998-35373",25,64.75,"NONE",0,1.125,2.59
13,99998,"88-02-99998-35197",10,18.5,"NONE",0,1.125,1.85
13,99998,"88-02-99998-35374",2,5.18,"NONE",0,1.125,2.59
14,45300,"00-01-45300-00542",6,11.94,"NONE",0,1.0187,1.99
14,45300,"00-01-45300-00549",10,19.9,"NONE",0,1.0187,1.99
14,45300,"00-01-45300-00540",8,15.92,"NONE",0,1.0187,1.99
14,51500,"00-01-51500-00055",9,24.21,"NONE",0,1.125,2.69
14,51500,"00-01-51500-25525",27,51.45,"NONE",0,1.125,1.90555555555556
14,51500,"00-02-51500-24128",206,397.21,"NONE",0,1.125,1.92820388349515
14,51500,"00-01-51500-25544",77,148.44,"NONE",0,1.125,1.92779220779221
14,51500,"00-01-51500-24320",77,149.75,"NONE",0,1.125,1.94480519480519
14,51500,"00-01-51500-25545",39,75.36,"NONE",0,1.125,1.93230769230769
14,51500,"00-01-51500-24135",40,77.78,"NONE",0,1.125,1.9445
14,51500,"00-01-51500-24334",13,36.67,"NONE",0,0.8438,2.82076923076923
14,51500,"00-01-51500-72000",22,42.73,"NONE",0,1.0812,1.94227272727273
14,51500,"00-01-51500-01700",37,102.36,"NONE",0,1,2.76648648648649
14,79311,"00-01-79311-00004",7,16.73,"NONE",0,1,2.39
14,79311,"00-02-79311-00003",26,62.14,"NONE",0,1,2.39
14,51087,"08-01-51087-00006",6,28.14,"NONE",0,1,4.69
14,33776,"00-03-33776-10035",4,13.56,"NONE",0,1,3.39
14,33776,"00-01-33776-10037",4,13.56,"NONE",0,1,3.39
14,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
14,48001,"00-01-48001-00643",35,104.65,"NONE",1,1.0187,2.99
14,48001,"00-01-48001-00641",20,56.83,"NONE",1,1.0187,2.8415
14,48001,"00-01-48001-00687",48,143.52,"NONE",1,0.9375,2.99
14,72457,"00-01-72457-66011",1,3.99,"NONE",0,0.75,3.99
14,99998,"88-02-99998-35369",21,45.15,"NONE",0,1,2.15
14,99998,"88-02-99998-35182",9,13.41,"NONE",0,1.125,1.49
14,99998,"88-02-99998-35364",32,59.2,"NONE",0,1.125,1.85
14,99998,"88-02-99998-35365",5,9.25,"NONE",0,1.0812,1.85
14,99998,"88-02-99998-35347",5,9.25,"NONE",0,1.125,1.85
14,99998,"88-02-99998-35276",39,83.85,"NONE",0,1,2.15
14,99998,"88-02-99998-35373",28,72.52,"NONE",0,1.125,2.59
14,99998,"88-02-99998-35197",8,14.8,"NONE",0,1.125,1.85
14,99998,"88-02-99998-35483",9,11.61,"NONE",0,1.125,1.29
14,99998,"88-02-99998-35374",7,18.13,"NONE",0,1.125,2.59
15,45300,"00-01-45300-00542",7,13.74,"NONE",0,1.0187,1.96285714285714
15,45300,"00-01-45300-00549",10,19.9,"NONE",0,1.0187,1.99
15,45300,"00-01-45300-00540",7,13.93,"NONE",0,1.0187,1.99
15,51500,"00-01-51500-00055",9,24.21,"NONE",0,1.125,2.69
15,51500,"00-01-51500-25525",6,13.32,"NONE",0,1.125,2.22
15,51500,"00-02-51500-24128",51,112.97,"NONE",0,1.125,2.21509803921569
15,51500,"00-01-51500-25544",31,68.75,"NONE",0,1.125,2.21774193548387
15,51500,"00-01-51500-24320",32,71.04,"NONE",0,1.125,2.22
15,51500,"00-01-51500-25545",15,33.19,"NONE",0,1.125,2.21266666666667
15,51500,"00-01-51500-24135",15,33.3,"NONE",0,1.125,2.22
15,51500,"00-01-51500-24334",7,19.53,"NONE",0,0.8438,2.79
15,51500,"00-01-51500-72000",17,37.74,"NONE",0,1.0812,2.22
15,51500,"00-01-51500-01700",47,129.25,"NONE",0,1,2.75
15,79311,"00-01-79311-00004",17,43.57,"NONE",0,1,2.56294117647059
15,79311,"00-02-79311-00003",23,59.97,"NONE",0,1,2.60739130434783
15,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
15,33776,"00-03-33776-10035",7,24.33,"NONE",0,1,3.47571428571429
15,33776,"00-01-33776-10037",2,6.69,"NONE",0,1,3.345
15,33776,"00-01-33776-10030",3,10.47,"NONE",0,1,3.49
15,33776,"00-01-33776-10033",3,10.47,"NONE",0,1,3.49
15,51651,"00-01-51651-09235",4,19.96,"NONE",0,1,4.99
15,48001,"00-01-48001-00643",22,68.98,"NONE",1,1.0187,3.13545454545455
15,48001,"00-01-48001-00641",6,18.74,"NONE",0,1.0187,3.12333333333333
15,48001,"00-01-48001-00687",38,120.11,"NONE",1,0.9375,3.16078947368421
15,99998,"88-02-99998-35369",15,41.76,"NONE",0,1,2.784
15,99998,"88-02-99998-35182",9,13.41,"NONE",0,1.125,1.49
15,99998,"88-02-99998-35364",32,62.28,"NONE",0,1.125,1.94625
15,99998,"88-02-99998-35365",10,19.48,"NONE",0,1.0812,1.948
15,99998,"88-02-99998-35347",11,21.61,"NONE",0,1.125,1.96454545454545
15,99998,"88-02-99998-35276",17,46.26,"NONE",0,1,2.72117647058824
15,99998,"88-02-99998-35373",33,82.58,"NONE",0,1.125,2.50242424242424
15,99998,"88-02-99998-35197",5,9.81,"NONE",0,1.125,1.962
15,99998,"88-02-99998-35483",23,29.67,"NONE",0,1.125,1.29
15,99998,"88-02-99998-35374",15,37.85,"NONE",0,1.125,2.52333333333333
16,45300,"00-01-45300-00542",16,31.84,"B",0,1.0187,1.99
16,45300,"00-01-45300-00549",35,69.55,"B",0,1.0187,1.98714285714286
16,45300,"00-01-45300-00540",10,19.9,"B",0,1.0187,1.99
16,51500,"00-01-51500-00055",19,51,"NONE",0,1.125,2.68421052631579
16,51500,"00-01-51500-25525",10,22.2,"NONE",0,1.125,2.22
16,51500,"00-02-51500-24128",92,186.46,"NONE",0,1.125,2.02673913043478
16,51500,"00-01-51500-25544",47,104.08,"NONE",0,1.125,2.21446808510638
16,51500,"00-01-51500-24320",27,59.94,"NONE",0,1.125,2.22
16,51500,"00-01-51500-25545",30,66.6,"NONE",0,1.125,2.22
16,51500,"00-01-51500-24135",19,42.12,"NONE",0,1.125,2.21684210526316
16,51500,"00-01-51500-24334",15,41.85,"NONE",0,0.8438,2.79
16,51500,"00-01-51500-72000",22,48.84,"NONE",0,1.0812,2.22
16,51500,"00-01-51500-01700",28,76.92,"NONE",0,1,2.74714285714286
16,79311,"00-01-79311-00004",11,29.59,"NONE",0,1,2.69
16,79311,"00-02-79311-00003",25,67.12,"NONE",0,1,2.6848
16,51087,"08-01-51087-00006",4,18.76,"NONE",0,1,4.69
16,33776,"00-03-33776-10035",1,3.49,"NONE",0,1,3.49
16,33776,"00-01-33776-10037",4,13.96,"NONE",0,1,3.49
16,33776,"00-01-33776-10030",9,31.41,"NONE",0,1,3.49
16,33776,"00-01-33776-10033",8,27.92,"NONE",0,1,3.49
16,51651,"00-01-51651-09235",1,4.99,"NONE",0,1,4.99
16,48001,"00-01-48001-00643",23,73.37,"NONE",1,1.0187,3.19
16,48001,"00-01-48001-00641",13,41.47,"NONE",1,1.0187,3.19
16,48001,"00-01-48001-00687",33,105.27,"NONE",1,0.9375,3.19
16,99998,"88-02-99998-35369",13,37.44,"NONE",0,1,2.88
16,99998,"88-02-99998-35182",15,22.28,"NONE",0,1.125,1.48533333333333
16,99998,"88-02-99998-35364",48,86.58,"NONE",0,1.125,1.80375
16,99998,"88-02-99998-35365",16,29.24,"NONE",0,1.0812,1.8275
16,99998,"88-02-99998-35347",25,45.35,"NONE",0,1.125,1.814
16,99998,"88-02-99998-35276",25,74.75,"NONE",0,1,2.99
16,99998,"88-02-99998-35373",35,87.15,"NONE",0,1.125,2.49
16,99998,"88-02-99998-35197",20,35.79,"NONE",0,1.125,1.7895
16,99998,"88-02-99998-35483",35,45.15,"NONE",0,1.125,1.29
16,99998,"88-02-99998-35374",20,49.8,"NONE",0,1.125,2.49
17,45300,"00-01-45300-00542",9,17.91,"NONE",0,1.0187,1.99
17,45300,"00-01-45300-00549",24,47.68,"NONE",0,1.0187,1.98666666666667
17,45300,"00-01-45300-00540",11,21.81,"NONE",0,1.0187,1.98272727272727
17,51500,"00-01-51500-00055",5,13.45,"NONE",0,1.125,2.69
17,51500,"00-01-51500-25525",4,8.88,"NONE",0,1.125,2.22
17,51500,"00-02-51500-24128",63,139.75,"NONE",0,1.125,2.21825396825397
17,51500,"00-01-51500-25544",30,66.6,"NONE",0,1.125,2.22
17,51500,"00-01-51500-24320",16,35.52,"NONE",0,1.125,2.22
17,51500,"00-01-51500-25545",20,44.4,"NONE",0,1.125,2.22
17,51500,"00-01-51500-24135",9,19.98,"NONE",0,1.125,2.22
17,51500,"00-01-51500-24334",10,27.9,"NONE",0,0.8438,2.79
17,51500,"00-01-51500-72000",19,41.91,"NONE",0,1.0812,2.20578947368421
17,51500,"00-01-51500-01700",32,87.85,"NONE",0,1,2.7453125
17,79311,"00-01-79311-00004",13,34.96,"NONE",0,1,2.68923076923077
17,79311,"00-02-79311-00003",16,43.04,"NONE",0,1,2.69
17,33776,"00-03-33776-10035",3,10.4,"NONE",0,1,3.46666666666667
17,33776,"00-01-33776-10037",6,20.94,"NONE",0,1,3.49
17,33776,"00-01-33776-10030",4,13.96,"NONE",0,1,3.49
17,33776,"00-01-33776-10033",3,10.47,"NONE",0,1,3.49
17,51651,"00-01-51651-09235",6,29.94,"NONE",0,1,4.99
17,48001,"00-01-48001-00643",98,196.22,"NONE",1,1.0187,2.00224489795918
17,48001,"00-01-48001-00641",33,65.67,"NONE",0,1.0187,1.99
17,48001,"00-01-48001-00687",85,184.62,"NONE",1,0.9375,2.172
17,99998,"88-02-99998-35369",20,50.9,"NONE",0,1,2.545
17,99998,"88-02-99998-35182",17,25.33,"NONE",0,1.125,1.49
17,99998,"88-02-99998-35364",50,89.4,"A",0,1.125,1.788
17,99998,"88-02-99998-35365",10,17.9,"A",0,1.0812,1.79
17,99998,"88-02-99998-35347",20,35.64,"A",0,1.125,1.782
17,99998,"88-02-99998-35276",15,40.65,"NONE",0,1,2.71
17,99998,"88-02-99998-35373",23,57.23,"NONE",0,1.125,2.48826086956522
17,99998,"88-02-99998-35197",20,35.77,"A",0,1.125,1.7885
17,99998,"88-02-99998-35483",24,30.96,"NONE",0,1.125,1.29
17,99998,"88-02-99998-35374",9,22.28,"NONE",0,1.125,2.47555555555556
18,45300,"00-01-45300-00542",7,13.93,"NONE",0,1.0187,1.99
18,45300,"00-01-45300-00549",22,43.78,"NONE",0,1.0187,1.99
18,45300,"00-01-45300-00540",4,7.96,"NONE",0,1.0187,1.99
18,51500,"00-01-51500-00055",3,8.67,"NONE",0,1.125,2.89
18,51500,"00-01-51500-25525",16,31.84,"NONE",0,1.125,1.99
18,51500,"00-02-51500-24128",133,265.2,"NONE",0,1.125,1.99398496240601
18,51500,"00-01-51500-25544",53,106,"NONE",0,1.125,2
18,51500,"00-01-51500-24320",52,103.37,"NONE",0,1.125,1.98788461538462
18,51500,"00-01-51500-25545",34,67.99,"NONE",0,1.125,1.99970588235294
18,51500,"00-01-51500-24135",33,65.99,"NONE",0,1.125,1.99969696969697
18,51500,"00-01-51500-24334",5,14.85,"NONE",0,0.8438,2.97
18,51500,"00-01-51500-72000",28,55.95,"NONE",0,1.0812,1.99821428571429
18,51500,"00-01-51500-01700",32,95.29,"NONE",0,1,2.9778125
18,79311,"00-01-79311-00004",13,34.97,"NONE",0,1,2.69
18,79311,"00-02-79311-00003",20,53.74,"NONE",0,1,2.687
18,51087,"08-01-51087-00006",9,35.91,"NONE",0,1,3.99
18,33776,"00-03-33776-10035",3,10.47,"NONE",0,1,3.49
18,33776,"00-01-33776-10037",4,13.96,"NONE",0,1,3.49
18,33776,"00-01-33776-10030",9,31.41,"NONE",0,1,3.49
18,33776,"00-01-33776-10033",5,17.45,"NONE",0,1,3.49
18,51651,"00-01-51651-09235",2,9.98,"NONE",0,1,4.99
18,48001,"00-01-48001-00643",129,256.45,"B",1,1.0187,1.98798449612403
18,48001,"00-01-48001-00641",39,77.35,"B",0,1.0187,1.98333333333333
18,48001,"00-01-48001-00687",78,155,"B",1,0.9375,1.98717948717949
18,72457,"00-01-72457-66011",1,3.49,"NONE",0,0.75,3.49
18,99998,"88-02-99998-35369",11,29.38,"NONE",0,1,2.67090909090909
18,99998,"88-02-99998-35182",4,5.96,"NONE",0,1.125,1.49
18,99998,"88-02-99998-35364",47,84.05,"NONE",0,1.125,1.78829787234043
18,99998,"88-02-99998-35365",12,21.48,"NONE",0,1.0812,1.79
18,99998,"88-02-99998-35347",10,17.9,"NONE",0,1.125,1.79
18,99998,"88-02-99998-35276",15,40.25,"NONE",0,1,2.68333333333333
18,99998,"88-02-99998-35373",26,64.74,"NONE",0,1.125,2.49
18,99998,"88-02-99998-35197",22,39.38,"NONE",0,1.125,1.79
18,99998,"88-02-99998-35374",20,49.64,"NONE",0,1.125,2.482
19,45300,"00-01-45300-00542",2,3.98,"NONE",0,1.0187,1.99
19,45300,"00-01-45300-00549",7,13.93,"NONE",0,1.0187,1.99
19,45300,"00-01-45300-00540",2,3.98,"NONE",0,1.0187,1.99
19,51500,"00-01-51500-00055",5,14.45,"NONE",0,1.125,2.89
19,51500,"00-01-51500-25525",5,9.95,"B",0,1.125,1.99
19,51500,"00-02-51500-24128",139,276.13,"B",1,1.125,1.98654676258993
19,51500,"00-01-51500-25544",48,95.52,"B",0,1.125,1.99
19,51500,"00-01-51500-24320",45,89.55,"B",1,1.125,1.99
19,51500,"00-01-51500-25545",35,69.65,"NONE",1,1.125,1.99
19,51500,"00-01-51500-24135",51,101.49,"B",1,1.125,1.99
19,51500,"00-01-51500-24334",8,24.72,"NONE",0,0.8438,3.09
19,51500,"00-01-51500-72000",31,61.69,"NONE",1,1.0812,1.99
19,51500,"00-01-51500-01700",19,56.81,"NONE",0,1,2.99
19,79311,"00-01-79311-00004",7,18.83,"NONE",0,1,2.69
19,79311,"00-02-79311-00003",24,64.56,"NONE",0,1,2.69
19,51087,"08-01-51087-00006",6,23.94,"NONE",0,1,3.99
19,33776,"00-03-33776-10035",2,6.98,"NONE",0,1,3.49
19,33776,"00-01-33776-10037",2,6.98,"NONE",0,1,3.49
19,33776,"00-01-33776-10030",4,13.96,"NONE",0,1,3.49
19,33776,"00-01-33776-10033",4,13.96,"NONE",0,1,3.49
19,51651,"00-01-51651-09235",3,12.87,"NONE",0,1,4.29
19,48001,"00-01-48001-00643",119,236.55,"NONE",1,1.0187,1.98781512605042
19,48001,"00-01-48001-00641",36,71.47,"NONE",0,1.0187,1.98527777777778
19,48001,"00-01-48001-00687",60,119.19,"NONE",1,0.9375,1.9865
19,99998,"88-02-99998-35369",19,51.11,"NONE",0,1,2.69
19,99998,"88-02-99998-35182",3,4.87,"NONE",0,1.125,1.62333333333333
19,99998,"88-02-99998-35364",40,71.6,"NONE",0,1.125,1.79
19,99998,"88-02-99998-35365",12,21.48,"NONE",0,1.0812,1.79
19,99998,"88-02-99998-35347",10,17.77,"NONE",0,1.125,1.777
19,99998,"88-02-99998-35276",18,47.42,"NONE",0,1,2.63444444444444
19,99998,"88-02-99998-35373",14,41.86,"NONE",0,1.125,2.99
19,99998,"88-02-99998-35197",12,21.48,"NONE",0,1.125,1.79
19,99998,"88-02-99998-35483",2,3.18,"NONE",0,1.125,1.59
19,99998,"88-02-99998-35374",5,14.15,"NONE",0,1.125,2.83
20,45300,"00-01-45300-00542",5,9.95,"B",0,1.0187,1.99
20,45300,"00-01-45300-00549",19,37.81,"B",0,1.0187,1.99
20,45300,"00-01-45300-00540",3,5.97,"B",0,1.0187,1.99
20,51500,"00-01-51500-00055",10,28.63,"NONE",0,1.125,2.863
20,51500,"00-01-51500-25525",6,11.94,"NONE",0,1.125,1.99
20,51500,"00-02-51500-24128",190,377.59,"NONE",0,1.125,1.98731578947368
20,51500,"00-01-51500-25544",61,121.39,"NONE",0,1.125,1.99
20,51500,"00-01-51500-24320",63,125.35,"NONE",0,1.125,1.98968253968254
20,51500,"00-01-51500-25545",24,47.76,"NONE",0,1.125,1.99
20,51500,"00-01-51500-24135",57,113.39,"NONE",0,1.125,1.98929824561404
20,51500,"00-01-51500-24334",7,21.63,"NONE",0,0.8438,3.09
20,51500,"00-01-51500-72000",36,71.52,"NONE",0,1.0812,1.98666666666667
20,51500,"00-01-51500-01700",32,95.4,"NONE",0,1,2.98125
20,79311,"00-01-79311-00004",13,34.97,"NONE",0,1,2.69
20,79311,"00-02-79311-00003",33,88.77,"NONE",0,1,2.69
20,51087,"08-01-51087-00006",5,19.95,"NONE",0,1,3.99
20,33776,"00-03-33776-10035",1,3.49,"NONE",0,1,3.49
20,33776,"00-01-33776-10037",2,6.98,"NONE",0,1,3.49
20,33776,"00-01-33776-10030",12,41.88,"NONE",0,1,3.49
20,33776,"00-01-33776-10033",1,3.49,"NONE",0,1,3.49
20,51651,"00-01-51651-09235",7,30.03,"NONE",0,1,4.29
20,48001,"00-01-48001-00643",82,163.14,"NONE",0,1.0187,1.98951219512195
20,48001,"00-01-48001-00641",38,75.62,"NONE",0,1.0187,1.99
20,48001,"00-01-48001-00687",88,174.88,"NONE",0,0.9375,1.98727272727273
20,72457,"00-01-72457-66011",1,3.49,"NONE",0,0.75,3.49
20,99998,"88-02-99998-35369",18,48.42,"NONE",0,1,2.69
20,99998,"88-02-99998-35182",8,13.52,"NONE",0,1.125,1.69
20,99998,"88-02-99998-35364",25,47.35,"NONE",0,1.125,1.894
20,99998,"88-02-99998-35365",7,13.73,"NONE",0,1.0812,1.96142857142857
20,99998,"88-02-99998-35347",21,41.57,"NONE",0,1.125,1.97952380952381
20,99998,"88-02-99998-35276",20,53.68,"NONE",0,1,2.684
20,99998,"88-02-99998-35373",14,44.66,"NONE",0,1.125,3.19
20,99998,"88-02-99998-35197",12,23.08,"NONE",0,1.125,1.92333333333333
20,99998,"88-02-99998-35483",2,3.38,"NONE",0,1.125,1.69
20,99998,"88-02-99998-35374",4,12.76,"NONE",0,1.125,3.19
21,45300,"00-01-45300-00542",13,25.87,"NONE",0,1.0187,1.99
21,45300,"00-01-45300-00549",36,71.64,"NONE",0,1.0187,1.99
21,45300,"00-01-45300-00540",3,5.97,"NONE",0,1.0187,1.99
21,51500,"00-01-51500-00055",9,26.01,"NONE",0,1.125,2.89
21,51500,"00-01-51500-25525",22,43.78,"NONE",0,1.125,1.99
21,51500,"00-02-51500-24128",154,305.87,"NONE",0,1.125,1.98616883116883
21,51500,"00-01-51500-25544",51,101.44,"NONE",0,1.125,1.98901960784314
21,51500,"00-01-51500-24320",45,89.55,"NONE",0,1.125,1.99
21,51500,"00-01-51500-25545",37,73.63,"NONE",0,1.125,1.99
21,51500,"00-01-51500-24135",57,113.2,"NONE",0,1.125,1.9859649122807
21,51500,"00-01-51500-24334",7,21.63,"NONE",0,0.8438,3.09
21,51500,"00-01-51500-72000",31,61.63,"NONE",0,1.0812,1.98806451612903
21,51500,"00-01-51500-01700",29,86.71,"NONE",0,1,2.99
21,79311,"00-01-79311-00004",15,40.31,"NONE",0,1,2.68733333333333
21,79311,"00-02-79311-00003",20,53.8,"NONE",0,1,2.69
21,51087,"08-01-51087-00006",7,32.83,"NONE",0,1,4.69
21,33776,"00-03-33776-10035",6,20.94,"NONE",0,1,3.49
21,33776,"00-01-33776-10037",4,13.96,"NONE",0,1,3.49
21,33776,"00-01-33776-10030",12,41.88,"NONE",0,1,3.49
21,51651,"00-01-51651-09235",2,8.58,"NONE",0,1,4.29
21,48001,"00-01-48001-00643",35,85.16,"NONE",0,1.0187,2.43314285714286
21,48001,"00-01-48001-00641",7,17.53,"NONE",0,1.0187,2.50428571428571
21,48001,"00-01-48001-00687",29,81.71,"NONE",0,0.9375,2.81758620689655
21,99998,"88-02-99998-35369",19,51.11,"NONE",0,1,2.69
21,99998,"88-02-99998-35182",8,13.52,"NONE",0,1.125,1.69
21,99998,"88-02-99998-35364",24,47.76,"NONE",0,1.125,1.99
21,99998,"88-02-99998-35365",13,25.87,"NONE",0,1.0812,1.99
21,99998,"88-02-99998-35347",9,17.91,"NONE",0,1.125,1.99
21,99998,"88-02-99998-35276",25,67.25,"NONE",0,1,2.69
21,99998,"88-02-99998-35373",25,79.75,"NONE",0,1.125,3.19
21,99998,"88-02-99998-35197",10,19.9,"NONE",0,1.125,1.99
21,99998,"88-02-99998-35483",2,3.38,"NONE",0,1.125,1.69
21,99998,"88-02-99998-35374",11,35.09,"NONE",0,1.125,3.19
22,45300,"00-01-45300-00542",6,11.94,"NONE",0,1.0187,1.99
22,45300,"00-01-45300-00549",31,61.69,"NONE",0,1.0187,1.99
22,45300,"00-01-45300-00540",7,13.93,"NONE",0,1.0187,1.99
22,51500,"00-01-51500-00055",11,31.79,"NONE",0,1.125,2.89
22,51500,"00-01-51500-25525",17,36.82,"NONE",0,1.125,2.16588235294118
22,51500,"00-02-51500-24128",79,169.08,"NONE",0,1.125,2.14025316455696
22,51500,"00-01-51500-25544",42,89.33,"NONE",0,1.125,2.12690476190476
22,51500,"00-01-51500-24320",19,41.95,"NONE",0,1.125,2.20789473684211
22,51500,"00-01-51500-25545",25,53.2,"NONE",0,1.125,2.128
22,51500,"00-01-51500-24135",11,23.04,"NONE",0,1.125,2.09454545454545
22,51500,"00-01-51500-24334",13,40.17,"NONE",0,0.8438,3.09
22,51500,"00-01-51500-72000",23,47.49,"NONE",0,1.0812,2.06478260869565
22,51500,"00-01-51500-01700",31,92.69,"NONE",0,1,2.99
22,79311,"00-01-79311-00004",22,59.18,"NONE",0,1,2.69
22,79311,"00-02-79311-00003",13,34.97,"NONE",0,1,2.69
22,51087,"08-01-51087-00006",5,23.45,"NONE",0,1,4.69
22,33776,"00-03-33776-10035",7,24.43,"NONE",0,1,3.49
22,33776,"00-01-33776-10030",17,59.33,"NONE",0,1,3.49
22,51651,"00-01-51651-09235",1,4.29,"NONE",0,1,4.29
22,48001,"00-01-48001-00643",12,38.28,"NONE",0,1.0187,3.19
22,48001,"00-01-48001-00641",5,15.95,"NONE",0,1.0187,3.19
22,48001,"00-01-48001-00687",30,95.41,"NONE",0,0.9375,3.18033333333333
22,99998,"88-02-99998-35369",26,65.95,"NONE",0,1,2.53653846153846
22,99998,"88-02-99998-35182",4,6.76,"NONE",0,1.125,1.69
22,99998,"88-02-99998-35364",33,65.58,"NONE",0,1.125,1.98727272727273
22,99998,"88-02-99998-35365",9,17.01,"NONE",0,1.0812,1.89
22,99998,"88-02-99998-35347",24,45.66,"NONE",0,1.125,1.9025
22,99998,"88-02-99998-35276",28,70.19,"NONE",0,1,2.50678571428571
22,99998,"88-02-99998-35373",25,74.84,"NONE",0,1.125,2.9936
22,99998,"88-02-99998-35197",14,27.42,"NONE",0,1.125,1.95857142857143
22,99998,"88-02-99998-35483",4,6.76,"NONE",0,1.125,1.69
22,99998,"88-02-99998-35374",8,23.92,"NONE",0,1.125,2.99
23,45300,"00-01-45300-00542",12,23.88,"NONE",0,1.0187,1.99
23,45300,"00-01-45300-00549",35,69.28,"NONE",0,1.0187,1.97942857142857
23,45300,"00-01-45300-00540",11,21.86,"NONE",0,1.0187,1.98727272727273
